Customer_ID,Order_ID,Order_Date,Product_ID,Sales
MA-17560,CA-2018-130974,2018-11-27,OFF-PA-10000743,40.08
QJ-19255,CA-2018-130995,2018-11-01,TEC-PH-10000347,4.95
KL-16645,CA-2018-131072,2018-11-05,OFF-BI-10002794,98.352
TB-21520,CA-2018-131128,2018-10-19,OFF-PA-10003591,34.44
NP-18325,CA-2018-131338,2018-08-09,TEC-PH-10003012,307.98
GH-14485,CA-2018-131352,2018-10-08,FUR-FU-10003708,72.78
GB-14530,CA-2018-131422,2018-11-05,FUR-CH-10001270,207
MZ-17515,CA-2018-131457,2018-10-31,OFF-EN-10001509,14.28
AB-10165,CA-2018-131534,2018-03-28,TEC-AC-10002253,166.24
SP-20620,CA-2018-131597,2018-09-14,FUR-TA-10002607,170.136
KB-16315,CA-2018-131758,2018-05-28,OFF-AR-10000411,47.82
LE-16810,CA-2018-131779,2018-06-12,OFF-ST-10001505,29.9
JG-15160,CA-2018-131856,2018-05-12,FUR-FU-10000175,21.968
DK-13375,CA-2018-131884,2018-12-06,TEC-PH-10001578,485.94
DP-13105,CA-2018-132080,2018-08-22,OFF-BI-10003694,50.112
JO-15550,CA-2018-132101,2018-03-19,TEC-PH-10004539,453.576
FO-14305,CA-2018-132136,2018-03-08,OFF-BI-10002706,8.568
LC-16960,CA-2018-132276,2018-02-23,OFF-AP-10000804,26.88
TT-21220,CA-2018-132318,2018-10-30,OFF-AP-10000026,182.91
PS-19045,CA-2018-132374,2018-02-22,OFF-AR-10001615,79.36
KN-16390,CA-2018-132388,2018-10-10,FUR-CH-10001714,362.136
DM-13525,CA-2018-132465,2018-09-11,FUR-FU-10000277,210.68
JF-15355,CA-2018-132486,2018-10-23,TEC-AC-10000710,148.32
CC-12610,CA-2018-132507,2018-07-30,OFF-ST-10000943,61.792
KT-16480,CA-2018-132570,2018-10-31,OFF-AR-10000369,2.78
BT-11680,CA-2018-132626,2018-07-09,OFF-FA-10002763,15.8
KH-16630,CA-2018-132633,2018-02-03,OFF-BI-10002432,12.144
RW-19540,CA-2018-132815,2018-09-19,OFF-PA-10004530,22.96
CC-12145,CA-2018-132906,2018-09-10,OFF-SU-10004498,51.52
MM-18280,CA-2018-132941,2018-05-25,OFF-SU-10002557,22.368
MV-17485,CA-2018-132948,2018-03-27,OFF-ST-10000636,83.7
MO-17800,CA-2018-133025,2018-09-17,OFF-PA-10004100,32.4
KH-16510,CA-2018-133242,2018-06-18,FUR-FU-10003464,60.84
GK-14620,CA-2018-133396,2018-08-13,OFF-AR-10001446,64.68
JF-15490,CA-2018-133445,2018-10-05,FUR-BO-10003660,66.294
ZC-21910,CA-2018-133452,2018-04-13,TEC-AC-10002800,199.96
RP-19390,CA-2018-133494,2018-03-01,OFF-AP-10002906,3.552
JH-15820,CA-2018-133536,2018-03-28,OFF-EN-10004459,22.92
CM-12715,CA-2018-133585,2018-03-01,OFF-AR-10003696,55.328
SC-20050,CA-2018-133627,2018-05-31,FUR-FU-10001935,22.2
TH-21100,CA-2018-133837,2018-04-13,OFF-ST-10000344,10.744
AT-10435,CA-2018-133977,2018-09-06,OFF-BI-10003166,3.444
HA-14905,CA-2018-134075,2018-12-12,FUR-FU-10004597,166.5
JK-15640,CA-2018-134082,2018-12-11,OFF-BI-10004230,110.528
PG-18895,CA-2018-134117,2018-12-17,OFF-AR-10003903,204.85
EH-14125,CA-2018-134201,2018-04-10,OFF-ST-10001476,142.04
MS-17710,CA-2018-134257,2018-03-16,OFF-LA-10003930,491.55
JD-15790,CA-2018-134719,2018-10-10,OFF-ST-10004459,1801.63
DL-12925,CA-2018-134747,2018-10-12,TEC-PH-10002890,135.72
MD-17350,CA-2018-134782,2018-12-27,OFF-EN-10001434,105.42
JK-16120,CA-2018-134859,2018-10-04,FUR-FU-10003623,64.944
DK-12985,CA-2018-134894,2018-12-07,OFF-AP-10001271,152.94
KB-16240,CA-2018-134922,2018-11-07,OFF-EN-10000483,24.4
SU-20665,CA-2018-134943,2018-12-05,OFF-BI-10000666,152.8
MG-17875,CA-2018-134992,2018-09-22,OFF-PA-10001972,32.4
MS-17770,CA-2018-135020,2018-05-28,TEC-PH-10004093,45.99
BP-11230,CA-2018-135174,2018-04-30,TEC-PH-10001530,1022.97
RP-19270,CA-2018-135251,2018-08-06,OFF-LA-10004544,35.52
MS-17830,CA-2018-135272,2018-12-07,FUR-FU-10002759,79.92
MC-17575,CA-2018-135314,2018-07-09,TEC-PH-10003072,269.982
CK-12205,CA-2018-135363,2018-03-28,OFF-PA-10003177,15.552
FA-14230,CA-2018-135391,2018-02-09,OFF-LA-10001074,40.096
GW-14605,CA-2018-135489,2018-09-19,TEC-PH-10000011,279.86
TW-21025,CA-2018-135510,2018-09-05,FUR-FU-10000820,67.96
HR-14830,CA-2018-135538,2018-12-24,FUR-CH-10004287,883.84
KM-16720,CA-2018-135545,2018-11-24,TEC-AC-10004633,13.98
CL-12565,CA-2018-135580,2018-12-30,OFF-PA-10000595,68.52
TT-21460,CA-2018-135622,2018-12-08,OFF-PA-10000100,360.712
MP-18175,CA-2018-135685,2018-11-16,OFF-PA-10000157,179.82
PS-18970,CA-2018-135727,2018-05-11,FUR-CH-10004540,191.968
CA-12775,CA-2018-135853,2018-12-11,TEC-AC-10004761,175.23
SZ-20035,CA-2018-136105,2018-06-12,OFF-ST-10002444,24.56
FM-14380,CA-2018-136147,2018-11-13,OFF-BI-10004224,121.104
TP-21415,CA-2018-136196,2018-11-28,FUR-FU-10004017,322.59
ML-18265,CA-2018-136224,2018-05-31,OFF-AR-10003504,10.272
CS-11845,CA-2018-136378,2018-04-02,OFF-BI-10003707,9.156
CS-12250,CA-2018-136420,2018-11-20,OFF-BI-10002854,89.696
TS-21370,CA-2018-136469,2018-07-11,FUR-TA-10001520,199.836
BO-11425,CA-2018-136658,2018-09-10,OFF-AR-10000817,6.08
DB-13120,CA-2018-136700,2018-12-06,OFF-PA-10004519,8.96
AG-10900,CA-2018-136728,2018-09-13,OFF-EN-10002621,7.824
HA-14920,CA-2018-136735,2018-07-26,OFF-EN-10002230,167.86
DL-12925,CA-2018-136798,2018-05-08,OFF-BI-10003684,43.98
NM-18445,CA-2018-136805,2018-05-23,OFF-AP-10001394,850.5
TS-21655,CA-2018-137064,2018-02-06,OFF-BI-10002049,2.934
ED-13885,CA-2018-137071,2018-12-20,TEC-AC-10004353,100.8
SC-20260,CA-2018-137106,2018-03-31,TEC-PH-10000011,79.96
TW-21025,CA-2018-137113,2018-12-01,FUR-CH-10001215,2003.92
JK-15640,CA-2018-137225,2018-12-15,OFF-AR-10001940,3.28
BF-10975,CA-2018-137281,2018-06-13,OFF-PA-10001870,6.48
BW-11110,CA-2018-137302,2018-04-26,FUR-CH-10002017,63.936
AG-10675,CA-2018-137512,2018-05-07,FUR-TA-10001095,244.006
PB-19150,CA-2018-137526,2018-01-13,OFF-BI-10003364,70.008
MH-17290,CA-2018-137603,2018-09-19,OFF-AR-10001972,8.4
NG-18430,CA-2018-137708,2018-11-22,OFF-PA-10000176,37.94
JF-15565,CA-2018-137750,2018-06-25,FUR-FU-10001979,204.85
PJ-18835,CA-2018-137897,2018-11-14,TEC-AC-10002217,37.6
JL-15235,CA-2018-137925,2018-11-30,OFF-PA-10002659,23.66
DB-13615,CA-2018-137946,2018-09-01,OFF-BI-10001922,4.752
LL-16840,CA-2018-137974,2018-04-16,TEC-PH-10002033,569.64
BT-11305,CA-2018-138002,2018-09-06,OFF-BI-10002160,6.096
SF-20965,CA-2018-138009,2018-11-29,FUR-CH-10004853,301.96
BP-11095,CA-2018-138219,2018-03-23,OFF-PA-10000380,33.36
JK-15625,CA-2018-138331,2018-08-07,OFF-AR-10002952,106.8
AM-10705,CA-2018-138457,2018-09-13,OFF-BI-10000014,13.092
NP-18670,CA-2018-138485,2018-02-27,TEC-AC-10002076,538.92
FC-14335,CA-2018-138492,2018-05-15,OFF-ST-10002583,51.968
JM-15535,CA-2018-138534,2018-07-17,FUR-BO-10003159,195.466
EG-13900,CA-2018-138625,2018-11-02,OFF-AP-10003099,197.72
KB-16585,CA-2018-138674,2018-11-14,OFF-FA-10000304,8.72
JH-16180,CA-2018-138898,2018-05-25,OFF-AP-10004487,845.728
MH-17785,CA-2018-138954,2018-11-15,OFF-ST-10003058,70.95
MO-17800,CA-2018-139094,2018-11-22,FUR-TA-10004607,206.962
CS-12355,CA-2018-139164,2018-06-23,TEC-PH-10002468,217.584
RD-19930,CA-2018-139248,2018-07-25,TEC-PH-10004094,623.96
MY-17380,CA-2018-139290,2018-10-26,OFF-LA-10004008,5.76
AR-10345,CA-2018-139374,2018-09-10,FUR-CH-10003981,179.886
EM-13810,CA-2018-139584,2018-08-24,FUR-TA-10001539,284.364
JE-15745,CA-2018-139731,2018-10-15,TEC-AC-10004975,263.88
DK-12895,CA-2018-139738,2018-09-25,OFF-AR-10004602,128.744
AH-10690,CA-2018-139780,2018-12-31,OFF-BI-10004139,116.4
GB-14575,CA-2018-139850,2018-06-12,OFF-PA-10003848,20.736
Dp-13240,CA-2018-139962,2018-12-13,OFF-PA-10004451,19.44
PF-19120,CA-2018-140025,2018-04-07,OFF-AP-10002651,463.248
SC-20770,CA-2018-140144,2018-06-20,FUR-FU-10002253,257.64
MS-17365,CA-2018-140221,2018-03-05,OFF-BI-10002854,11.212
SG-20470,CA-2018-140375,2018-10-02,OFF-PA-10001870,19.44
CM-12655,CA-2018-140410,2018-11-03,TEC-PH-10003580,1212.85
TN-21040,CA-2018-140557,2018-09-07,TEC-AC-10002402,559.93
FA-14230,CA-2018-140718,2018-07-02,TEC-PH-10003505,74.24
PS-18970,CA-2018-140830,2018-11-30,OFF-EN-10000461,17.48
AA-10375,CA-2018-140921,2018-02-03,FUR-FU-10003347,28.4
CC-12685,CA-2018-140984,2018-09-14,OFF-ST-10000585,991.2
TG-21640,CA-2018-141012,2018-06-09,FUR-FU-10003192,355.36
TB-21250,CA-2018-141040,2018-10-09,TEC-PH-10001835,631.96
DB-13405,CA-2018-141145,2018-09-17,TEC-AC-10001465,87.168
AH-10465,CA-2018-141243,2018-01-03,TEC-AC-10003198,398.4
PM-18940,CA-2018-141250,2018-01-19,FUR-TA-10002855,102.438
LR-16915,CA-2018-141327,2018-11-30,OFF-BI-10000546,6.048
BG-11035,CA-2018-141565,2018-09-20,OFF-BI-10000545,1369.76
DB-12970,CA-2018-141593,2018-12-14,OFF-BI-10001153,55.264
JF-15490,CA-2018-141740,2018-11-01,FUR-CH-10001545,205.164
EM-14200,CA-2018-141754,2018-12-20,OFF-LA-10004093,11.696
NP-18685,CA-2018-141768,2018-05-25,FUR-FU-10002268,14.73
BB-10990,CA-2018-141810,2018-11-02,OFF-BI-10001524,29.372
PN-18775,CA-2018-141936,2018-08-07,OFF-BI-10002194,19.152
JK-15370,CA-2018-142027,2018-04-09,FUR-TA-10002774,369.912
EM-13810,CA-2018-142041,2018-06-07,OFF-BI-10004187,7.52
AB-10255,CA-2018-142055,2018-05-08,OFF-PA-10003465,37.94
SD-20485,CA-2018-142139,2018-08-31,OFF-PA-10003883,20.96
JR-16210,CA-2018-142202,2018-09-18,TEC-AC-10003198,717.12
CK-12595,CA-2018-142237,2018-07-11,FUR-FU-10004848,289.8
MS-17980,CA-2018-142377,2018-12-04,OFF-PA-10001970,85.96
SC-20380,CA-2018-142419,2018-07-11,OFF-PA-10001763,29.97
ES-14020,CA-2018-142433,2018-04-20,OFF-PA-10002377,117.456
RE-19450,CA-2018-142454,2018-08-15,FUR-FU-10004018,104.23
BS-11380,CA-2018-142475,2018-12-03,OFF-BI-10003718,590.352
DE-13255,CA-2018-142601,2018-04-18,OFF-ST-10002756,947.17
AG-10495,CA-2018-142692,2018-10-23,OFF-BI-10004140,3.592
DM-13345,CA-2018-142734,2018-04-16,FUR-CH-10003968,127.764
CS-12355,CA-2018-142755,2018-09-04,OFF-PA-10001970,279.9
EB-14170,CA-2018-142930,2018-11-28,OFF-PA-10003395,335.52
SF-20065,CA-2018-142937,2018-12-05,OFF-AR-10003582,45.04
JL-15850,CA-2018-142944,2018-03-06,FUR-FU-10000308,435.26
KA-16525,CA-2018-142993,2018-10-12,TEC-AC-10003038,17.9
SF-20965,CA-2018-143077,2018-09-17,FUR-FU-10003535,21.936
MA-17560,CA-2018-143105,2018-12-10,OFF-LA-10004093,7.31
MC-17275,CA-2018-143119,2018-09-24,FUR-CH-10001270,517.5
PS-18760,CA-2018-143147,2018-05-26,FUR-CH-10000863,105.686
LO-17170,CA-2018-143238,2018-09-06,TEC-AC-10003499,46.32
TG-21310,CA-2018-143364,2018-07-14,OFF-ST-10002743,272.736
NP-18325,CA-2018-143490,2018-12-06,OFF-AR-10002952,120.15
DC-12850,CA-2018-143532,2018-03-19,OFF-PA-10001560,14.496
JS-15595,CA-2018-143602,2018-04-25,OFF-BI-10002071,13.944
SS-20140,CA-2018-143616,2018-09-27,OFF-AR-10002067,99.2
AS-10240,CA-2018-143700,2018-07-26,OFF-PA-10003072,10.368
DB-13360,CA-2018-143882,2018-06-26,OFF-PA-10004040,43.056
JK-15640,CA-2018-143980,2018-12-25,OFF-AP-10003779,414.96
AB-10165,CA-2018-144043,2018-05-10,TEC-AC-10002718,46.688
PO-19195,CA-2018-144099,2018-11-29,OFF-BI-10001078,4.304
NC-18415,CA-2018-144190,2018-06-09,OFF-PA-10000304,12.96
AS-10225,CA-2018-144253,2018-05-04,FUR-FU-10002671,26.8
NZ-18565,CA-2018-144267,2018-08-21,FUR-CH-10002335,544.008
PW-19240,CA-2018-144274,2018-11-23,TEC-PH-10003012,307.98
MB-17305,CA-2018-144288,2018-12-25,OFF-LA-10003190,9.216
ME-17320,CA-2018-144302,2018-06-19,OFF-BI-10001107,5.792
GT-14635,CA-2018-144386,2018-11-05,OFF-BI-10001116,25.344
AW-10930,CA-2018-144519,2018-11-13,TEC-PH-10004908,339.96
SN-20560,CA-2018-144652,2018-11-20,OFF-AR-10003732,19.46
MF-18250,CA-2018-144722,2018-03-16,FUR-FU-10001215,43.13
GH-14425,CA-2018-144806,2018-12-06,FUR-FU-10002253,206.112
SM-20320,CA-2018-144890,2018-12-25,OFF-PA-10001526,9.96
DK-13375,CA-2018-145065,2018-12-12,OFF-FA-10001229,7.86
JD-16150,CA-2018-145184,2018-11-27,TEC-PH-10002350,83.97
DH-13675,CA-2018-145324,2018-11-15,FUR-FU-10002759,39.96
CM-12385,CA-2018-145352,2018-03-16,OFF-AR-10001662,2.74
MC-17605,CA-2018-145394,2018-11-16,OFF-ST-10000344,21.488
JP-15520,CA-2018-145401,2018-01-30,OFF-PA-10004405,14.304
RD-19660,CA-2018-145415,2018-04-12,OFF-ST-10000419,40.74
CP-12085,CA-2018-145457,2018-03-24,FUR-FU-10003832,46.9
JM-16195,CA-2018-145485,2018-11-05,OFF-ST-10000649,62.8
BF-11020,CA-2018-145758,2018-10-30,TEC-MA-10004552,1035.8
KD-16345,CA-2018-145814,2018-11-19,OFF-BI-10003196,5.984
JB-15400,CA-2018-145821,2018-05-01,TEC-PH-10004348,88.752
MB-17305,CA-2018-145828,2018-10-05,TEC-AC-10002323,53.04
BF-11170,CA-2018-145835,2018-05-13,TEC-PH-10004447,222.384
CT-11995,CA-2018-145849,2018-09-15,OFF-ST-10000025,190.86
SJ-20215,CA-2018-146038,2018-02-09,FUR-CH-10002774,203.92
PP-18955,CA-2018-146087,2018-07-06,FUR-BO-10002824,301.96
EM-14140,CA-2018-146255,2018-03-07,TEC-AC-10004469,119.85
VW-21775,CA-2018-146262,2018-01-02,OFF-LA-10004544,23.68
SV-20815,CA-2018-146290,2018-05-04,OFF-AR-10001897,125.93
PB-18805,CA-2018-146465,2018-11-20,OFF-BI-10004528,24.192
DV-13465,CA-2018-146486,2018-11-09,OFF-ST-10002554,244.55
CB-12025,CA-2018-146563,2018-08-24,OFF-ST-10001490,999.432
SB-20185,CA-2018-146675,2018-04-16,TEC-CO-10001766,1439.97
RD-19480,CA-2018-146696,2018-12-14,OFF-BI-10002432,8.096
TS-21340,CA-2018-146829,2018-03-10,OFF-BI-10004022,1.112
MG-17890,CA-2018-146948,2018-07-16,FUR-CH-10004853,150.98
HR-14830,CA-2018-147011,2018-06-18,OFF-AR-10002399,13.632
NH-18610,CA-2018-147102,2018-09-19,TEC-AC-10000682,66.36
Co-12640,CA-2018-147501,2018-08-02,OFF-BI-10002003,6.368
DK-12835,CA-2018-147529,2018-02-07,OFF-EN-10000056,311.15
SC-20020,CA-2018-147690,2018-11-10,OFF-ST-10001526,577.584
TM-21010,CA-2018-147788,2018-05-31,FUR-BO-10004357,1406.86
CM-11935,CA-2018-147816,2018-09-24,TEC-PH-10003095,35.12
NF-18385,CA-2018-147830,2018-12-15,TEC-AC-10002049,2025.36
MP-17470,CA-2018-147851,2018-12-03,OFF-BI-10004528,10.752
CC-12220,CA-2018-147879,2018-05-07,OFF-PA-10001952,45.68
BP-11095,CA-2018-148180,2018-07-26,OFF-BI-10000605,9.144
RP-19270,CA-2018-148250,2018-12-13,OFF-PA-10000289,12.96
AG-10900,CA-2018-148376,2018-12-27,OFF-AP-10000240,106.96
MC-18130,CA-2018-148432,2018-11-07,OFF-FA-10004968,26.18
SF-20065,CA-2018-148495,2018-08-13,FUR-FU-10001889,31.56
KM-16375,CA-2018-148628,2018-12-06,OFF-PA-10003883,32.75
MH-18025,CA-2018-148635,2018-07-25,OFF-FA-10004395,9.42
EB-14170,CA-2018-148705,2018-03-12,OFF-LA-10001641,5.04
JM-15535,CA-2018-148712,2018-04-17,TEC-AC-10003198,99.6
FH-14350,CA-2018-148859,2018-12-28,OFF-ST-10004950,24.816
EM-13960,CA-2018-148873,2018-10-01,OFF-BI-10003196,2.992
RD-19900,CA-2018-148964,2018-05-26,FUR-FU-10003849,20.24
SH-19975,CA-2018-149083,2018-09-25,FUR-CH-10004289,307.136
SV-20785,CA-2018-149097,2018-10-20,FUR-FU-10003424,74.76
BH-11710,CA-2018-149300,2018-11-22,TEC-MA-10000423,32.985
TS-21160,CA-2018-149342,2018-04-20,TEC-PH-10001557,287.97
EH-13945,CA-2018-149384,2018-07-10,OFF-BI-10003196,3.366
FC-14245,CA-2018-149517,2018-09-19,FUR-FU-10003464,60.84
GB-14530,CA-2018-149566,2018-12-05,TEC-AC-10001266,39
KB-16315,CA-2018-149587,2018-01-31,OFF-PA-10003177,12.96
TB-21625,CA-2018-149601,2018-05-28,OFF-ST-10001558,16.24
SP-20620,CA-2018-149636,2018-01-06,OFF-PA-10004041,29.6
RD-19660,CA-2018-149650,2018-10-24,FUR-CH-10003956,454.272
AW-10840,CA-2018-149678,2018-04-13,OFF-SU-10004498,12.88
TG-21640,CA-2018-149713,2018-09-18,OFF-PA-10004530,160.72
JC-16105,CA-2018-149734,2018-09-03,OFF-EN-10000927,200.984
EM-13825,CA-2018-149748,2018-05-31,OFF-PA-10002120,274.8
CS-12250,CA-2018-149811,2018-01-04,OFF-BI-10003676,32.34
SB-20185,CA-2018-149846,2018-05-22,OFF-LA-10004484,8.26
RA-19915,CA-2018-149909,2018-11-13,OFF-PA-10000726,63.77
CD-12790,CA-2018-149972,2018-09-21,FUR-CH-10004997,601.536
GA-14725,CA-2018-149993,2018-03-19,OFF-FA-10001561,10.9
SR-20740,CA-2018-150196,2018-07-02,OFF-PA-10003797,19.44
RR-19525,CA-2018-150308,2018-12-15,TEC-PH-10001433,246.168
CS-11860,CA-2018-150413,2018-10-19,OFF-BI-10000404,1.72
RA-19285,CA-2018-150441,2018-08-13,OFF-BI-10003529,11.36
AB-10060,CA-2018-150511,2018-09-18,OFF-PA-10001776,18.54
SW-20455,CA-2018-150560,2018-12-11,OFF-LA-10003930,196.62
KH-16690,CA-2018-150714,2018-10-26,OFF-LA-10001474,146.544
AS-10240,CA-2018-150749,2018-03-29,OFF-AR-10003732,5.56
LC-16870,CA-2018-150770,2018-05-03,OFF-AR-10001246,8.82
CC-12430,CA-2018-150791,2018-09-06,FUR-CH-10000665,271.764
HK-14890,CA-2018-150875,2018-11-16,FUR-TA-10000577,696.42
MG-17680,CA-2018-151043,2018-11-14,TEC-AC-10001090,47.984
AZ-10750,CA-2018-151253,2018-04-22,TEC-PH-10002923,88.776
AM-10705,CA-2018-151470,2018-09-20,OFF-BI-10004040,45.584
AH-10465,CA-2018-151547,2018-01-17,OFF-SU-10000898,88.96
RE-19450,CA-2018-151589,2018-12-27,OFF-PA-10003228,195.64
VW-21775,CA-2018-151624,2018-09-08,FUR-FU-10001731,21.36
TC-21475,CA-2018-151680,2018-11-19,FUR-FU-10000305,141.96
IL-15100,CA-2018-151722,2018-10-05,TEC-AC-10000892,288
JJ-15445,CA-2018-151785,2018-03-05,OFF-FA-10000611,7.104
TC-21475,CA-2018-151841,2018-04-27,OFF-AP-10003971,43.56
CS-11950,CA-2018-151869,2018-09-25,FUR-CH-10001545,102.582
JP-16135,CA-2018-152513,2018-07-04,OFF-BI-10002706,22.848
CM-12190,CA-2018-152527,2018-10-17,OFF-ST-10003479,77.88
KA-16525,CA-2018-152611,2018-02-20,OFF-AR-10003903,286.79
SC-20260,CA-2018-152681,2018-01-17,OFF-AR-10003183,6.68
TB-21625,CA-2018-152891,2018-10-25,OFF-AR-10004648,60.45
RB-19645,CA-2018-153038,2018-12-18,OFF-EN-10000461,55.936
HA-14905,CA-2018-153073,2018-11-13,FUR-FU-10001025,17.496
SF-20200,CA-2018-153108,2018-03-05,TEC-PH-10001552,23.92
YC-21895,CA-2018-153220,2018-11-12,OFF-PA-10003016,15.7
ST-20530,CA-2018-153325,2018-03-01,OFF-BI-10004236,58.72
DE-13255,CA-2018-153381,2018-09-24,OFF-BI-10001525,15.24
PC-19000,CA-2018-153388,2018-08-01,OFF-AR-10001868,6.72
TS-21340,CA-2018-153416,2018-11-24,OFF-BI-10002813,3.168
SW-20455,CA-2018-153423,2018-06-22,OFF-BI-10000545,1217.57
SG-20470,CA-2018-153535,2018-05-20,FUR-FU-10001986,163.136
SL-20155,CA-2018-153549,2018-03-29,FUR-CH-10004086,1166.92
BT-11305,CA-2018-153612,2018-12-22,OFF-AR-10000203,17.12
EB-13870,CA-2018-153626,2018-07-09,OFF-AR-10000657,5.16
DL-13495,CA-2018-153717,2018-12-25,TEC-PH-10002923,73.98
AG-10270,CA-2018-153738,2018-09-20,OFF-BI-10001308,37.68
RO-19780,CA-2018-153752,2018-12-06,TEC-PH-10001615,173.94
SB-20290,CA-2018-153794,2018-09-11,OFF-AR-10000380,265.86
TS-21655,CA-2018-153878,2018-04-25,OFF-AR-10000658,57.75
MS-17980,CA-2018-153906,2018-03-16,TEC-PH-10001527,85.9
MH-17785,CA-2018-154144,2018-12-20,OFF-PA-10004071,55.48
BG-11740,CA-2018-154200,2018-06-18,OFF-AR-10001044,51.98
SZ-20035,CA-2018-154284,2018-12-21,TEC-MA-10004241,600.53
YS-21880,CA-2018-154291,2018-07-25,OFF-EN-10001335,98.46
RP-19855,CA-2018-154326,2018-02-15,TEC-PH-10001819,134.97
EK-13795,CA-2018-154340,2018-11-29,OFF-AR-10003582,56.3
LT-17110,CA-2018-154620,2018-12-12,FUR-CH-10004675,348.928
PJ-18835,CA-2018-154746,2018-11-14,OFF-EN-10001532,33.96
GZ-14470,CA-2018-154795,2018-12-20,OFF-EN-10003068,7.92
KN-16390,CA-2018-154823,2018-08-21,OFF-BI-10001098,12.828
SW-20455,CA-2018-154886,2018-11-08,TEC-AC-10001956,119.9
SS-20875,CA-2018-154900,2018-02-25,OFF-LA-10001641,3.15
EA-14035,CA-2018-154921,2018-05-23,OFF-EN-10000056,186.69
IM-15070,CA-2018-154956,2018-07-04,TEC-PH-10004165,1099.96
SR-20740,CA-2018-154970,2018-01-05,FUR-CH-10003396,61.584
AH-10210,CA-2018-155040,2018-11-10,TEC-AC-10004469,79.9
PS-19045,CA-2018-155054,2018-06-13,OFF-BI-10004970,8.26
RA-19285,CA-2018-155068,2018-10-23,TEC-PH-10004897,55.944
KS-16300,CA-2018-155124,2018-03-15,TEC-PH-10003356,16.776
KN-16450,CA-2018-155145,2018-12-27,TEC-AC-10003709,7.92
GA-14515,CA-2018-155306,2018-04-17,OFF-AR-10003251,5.56
HA-14920,CA-2018-155334,2018-07-30,TEC-AC-10003628,209.93
RA-19885,CA-2018-155453,2018-08-09,OFF-LA-10001613,4.608
XP-21865,CA-2018-155586,2018-12-12,OFF-AR-10001547,2.21
RO-19780,CA-2018-155600,2018-12-04,OFF-BI-10000545,1598.06
ME-17725,CA-2018-155635,2018-05-09,OFF-BI-10000962,48.81
SC-20800,CA-2018-155761,2018-12-11,TEC-AC-10001606,159.984
TC-20980,CA-2018-156013,2018-09-20,OFF-PA-10001970,61.4
NP-18685,CA-2018-156104,2018-12-06,TEC-CO-10002095,999.98
HG-14965,CA-2018-156118,2018-12-08,OFF-PA-10000533,15.696
AG-10495,CA-2018-156146,2018-10-26,TEC-PH-10001700,105.584
CW-11905,CA-2018-156153,2018-05-31,OFF-FA-10003472,7.56
RM-19375,CA-2018-156328,2018-11-30,TEC-PH-10001198,177.48
PO-19195,CA-2018-156335,2018-09-25,TEC-AC-10002006,63.96
TB-21625,CA-2018-156377,2018-12-31,FUR-FU-10002364,14.76
MH-17620,CA-2018-156440,2018-12-05,FUR-FU-10004090,44.46
IL-15100,CA-2018-156482,2018-02-06,FUR-CH-10001708,1268.82
EH-13990,CA-2018-156510,2018-09-25,OFF-BI-10000822,10.76
DL-12865,CA-2018-156524,2018-11-20,OFF-PA-10003883,19.65
EM-13960,CA-2018-156566,2018-10-01,TEC-PH-10001817,572.8
MT-18070,CA-2018-156608,2018-10-24,OFF-BI-10004140,3.592
BV-11245,CA-2018-156734,2018-06-18,OFF-BI-10002982,6.129
YS-21880,CA-2018-156755,2018-01-12,OFF-ST-10002615,465.18
HP-14815,CA-2018-156853,2018-12-03,OFF-PA-10003656,184.66
SP-20860,CA-2018-156923,2018-02-16,OFF-PA-10002751,35.88
MA-17995,CA-2018-157028,2018-11-28,OFF-AR-10004441,8.28
KB-16600,CA-2018-157035,2018-12-09,OFF-PA-10004156,34.02
JG-15160,CA-2018-157084,2018-12-19,TEC-PH-10002922,675.96
LC-16885,CA-2018-157133,2018-11-28,FUR-FU-10004904,151.96
HR-14830,CA-2018-157287,2018-12-22,OFF-ST-10001172,33.568
RH-19600,CA-2018-157322,2018-07-02,FUR-CH-10004086,408.422
HD-14785,CA-2018-157343,2018-06-07,OFF-BI-10003707,18.312
JK-15640,CA-2018-157434,2018-04-29,OFF-PA-10001526,7.968
RD-19585,CA-2018-157770,2018-12-13,TEC-PH-10001530,494.376
RH-19510,CA-2018-157805,2018-08-31,TEC-PH-10004447,555.96
DB-13210,CA-2018-157812,2018-03-22,TEC-AC-10000171,18.392
RW-19540,CA-2018-157959,2018-02-03,FUR-FU-10004093,136.92
JM-15865,CA-2018-158148,2018-12-20,OFF-AP-10003281,36.27
AB-10600,CA-2018-158323,2018-11-30,FUR-FU-10001546,17.088
BC-11125,CA-2018-158351,2018-06-20,TEC-AC-10001838,319.984
GB-14575,CA-2018-158421,2018-09-21,FUR-CH-10000309,1690.04
KT-16465,CA-2018-158456,2018-12-24,OFF-BI-10001097,19.936
BP-11155,CA-2018-158491,2018-06-04,TEC-AC-10001874,119.98
CM-12190,CA-2018-158554,2018-11-09,OFF-PA-10004000,11.352
SC-20695,CA-2018-158659,2018-11-10,OFF-ST-10003306,714.3
JL-15175,CA-2018-158701,2018-01-05,OFF-AP-10004859,87.36
BD-11605,CA-2018-158792,2018-12-26,OFF-FA-10002815,22.2
AI-10855,CA-2018-158918,2018-12-20,OFF-PA-10004947,17.12
EA-14035,CA-2018-158939,2018-11-26,TEC-CO-10002313,599.99
CS-12505,CA-2018-159380,2018-05-12,OFF-PA-10003893,12.84
